/p/6450256410,关于鼠年皮肤想说的话
/p/6449023742,仔细看就知道不是东方龙，自己看武器膝盖下面那一片暗红，明显龙
/p/6449648191,如果真改了，我应该不会再玩阿卡丽了，看着自己本命被砍废是真的
/p/6443897832,还玩什么ad，一个7-1的ad如此卑微
/p/6449192694,石锤  艾欧尼亚人不爱国
/p/6451025889,艾欧尼亚，海克斯全部。宝石还有795，795皮肤，终极皮肤全
/p/6448186668,阿卡丽的重做真的是个笑话为什么不直接删除？？？刚把至臻氪出来
/p/6451881552,来来来看看这算不算辱华
/p/6451896260,上✫线✬送✫满✫V✫无✫限✭元✮宝✫手✫游✫百✫度✫搜✫九✬
/p/6446849996,各位怎么看
/p/6451822144,这个怎么获得呀
/p/6451884519,你们能不能别发了 成功入坑
/p/6451767067,老铁们，机神币商店啥时候更新奖池
/p/6447638152,谁抵制王国机神皮肤，谁就是异父异母的兄弟
/p/6450312827,今天被某宝，卖号的好好的安排了一把！真的想记性了！
/p/6448237894,被我说中了，阿卡丽大招机制终于改了！当一个英雄让对面都没有去
/p/6447601542,魔法猫咪附身挂机这个东西   没法解决  ？？？？？
/p/6451130038,这个游戏怎么玩？
/p/6446840630,男孩子第一个6300一定是劫，女孩子第一个6300一定是阿狸
/p/6200430066,你们遇到这个问题吗，买装备的时候如果多点了两下就弹出一个对话
/p/6277731123,LOL现在防沉迷两小时怎么解除啊..
/p/6451786451,1100就这些你们呢
/p/6450843980,刚买了一台电脑。请问巴友们有没有号不玩的给我玩。免费帮你们玩
/p/6451891471,问一下大家。这个只是炫彩皮肤，还是买了就能用这个，不需要原皮
/p/6445538684,TheShy青铜局被打懵，马老师原来我错怪你了
/p/6450667880,新皮肤ru华？我不这么认为。
/p/6445589780,我开始理解lol的排位匹配机制了一句话就是让所有玩家都能赢一
/p/6446889105,还洗呢，今年是庚子年，历史没好好学为啥还洗？被夹带私货还乐呢
/p/6447639162,这是赚了还是赔了
/p/6409925198,来看看是不是脚本大佬
/p/6448418853,关于这次皮肤辱华有多少是跟风黑的
/p/6445489217,剑姬以前很强吗？快手只要看到提到剑姬的就是老剑姬无敌强，我玩
/p/6446691796,你觉得《英雄联盟》哪个英雄的独白让你觉得很燃？
/p/6447814569,四百块试水，还行……
/p/6447589416,各位大神我这号能卖多少钱艾欧利亚的，最近缺钱
/p/6448483134,出大事了，出大事了，快围观！！！！
/p/6451886504,我就想问问这玩意，能带上✈️吗？
/p/6201007231,wegame显示所有大区都是999Ms延迟怎么办
/p/6451836305,一个箱子出，是概率高了还是欧了？
/p/6451840561,各位看官，各位大佬，进来看进来瞧
/p/6450892844,我真的急眼了，谁陪我打游戏，我一把给二十，不要娘们。
/p/6450395088,被误封了3年？有没有什么办法可以解封？
/p/6450821420,吧里有策划吗？能把这个皮肤放兑换奖池里吗？福袋太难抽了
/p/6448037387,这养蜂人是怎么混进福袋里和龙猴龙瞎一起的？？
/p/6451886140,lol，陪玩，24小时在线
/p/6448563240,王国机神的皮肤，刷新了腾讯策划的下限，也让我看清社会的本质
/p/6448218590,朋友说昨晚梦见抽了龙瞎    帮我点了一个十连  晚上请他吃
/p/6445589780,我开始理解lol的排位匹配机制了一句话就是让所有玩家都能赢一
/p/6451183247,如花了就是如花了，我在洗地帖里发，让那帮掉毛围攻，还真尼玛会
/p/6448418853,关于这次皮肤辱华有多少是跟风黑的
/p/6451413785,问一下，EZ，凯特琳，锐雯这三位英雄的未来战士皮肤怎么样?本
/p/6446849996,各位怎么看
/p/6446840630,男孩子第一个6300一定是劫，女孩子第一个6300一定是阿狸
/p/6448079398,玩游戏这么多年第一次遇到三行字的 讲道理
/p/6452465934,劫怎么打卡萨丁？前期一顿消耗，到了6级直接r上来越塔把我秒了
/p/6452735539,LOL皮肤辱华事件分析https://www.bilibil
/p/6452532612,我佛了 说lol辱华 被扣上买不起皮肤的帽子
/p/6452733563,问一下更新好了吗？
/p/6448285552,无限火力正面打不赢，欺负我们少人，偷塔偷赢的。如何评价？连胜
/p/6449116988,一把四个退游戏，虽然是无限火力，但这也太搞心态了8⃣️。
/p/6452734713,豪车来了。一会没了别后悔
/p/6448586839,掌门直接被禁言10年，真好
/p/6451686676,前几天玩了几次腕豪，觉得他非常厉害，盾也厚只是时间短，鳄鱼具
/p/6452732796,司马老贼？
/p/6452708733,今天看斗鱼直播，看到一个二次元专区，里面居然是很多不露脸的女
/p/6452549386,我发表了一篇图片贴，大伙来看看吧~
/p/6443409932,我是资深8年的微博玩家，你们高估自己了！
/p/6448218590,朋友说昨晚梦见抽了龙瞎    帮我点了一个十连  晚上请他吃
/p/6447657523,难道只有我一个人觉得王国机神贾克斯好看吗。。。。为什么我用上
/p/6443897832,还玩什么ad，一个7-1的ad如此卑微
/p/6448426431,有哪组英雄是同水平单方面完全打不了的对线?
/p/6452731160,挂机狗***iss
/p/6449023742,仔细看就知道不是东方龙，自己看武器膝盖下面那一片暗红，明显龙
/p/6446691796,你觉得《英雄联盟》哪个英雄的独白让你觉得很燃？
/p/6437910858,怀旧:99%的人猜不到这是什么模式，包括老玩家
/p/6449192694,石锤  艾欧尼亚人不爱国
/p/6448403232,200试水.我是不是血赚?
/p/6452536777,按照tx的惯性 机神币还会补什么不 商店目前清空了
/p/6447665598,500就这些我还能说什么，mmp
/p/6452606847,我真是屮你嘛币了  策划你用你嘛试试远古龙任务你能完成嘛？
/p/6426072715,【LOL吧务组】2020年度LOL吧水贴专用楼
/p/6448722399,我不想活了
/p/6449455086,你们觉得现在联盟有挂吗？我前几天玩打野，刷完红蓝buff，刚
/p/6449648191,如果真改了，我应该不会再玩阿卡丽了，看着自己本命被砍废是真的
/p/6452484464,从内测一路玩过来，这个游戏让老玩家越来越陌生了。。。曾经熟悉
/p/6452561619,咨询下大家认为最背锅的位置。
/p/6447259214,现在的男人都是这么真实的嘛
/p/6447760734,刚刚躺床上鬼使神差的起来，打开电脑，冲了600块钱抽个奖，卧
/p/6449020591,春节礼包不小心买了 能退款吗 ？》
/p/6450872021,抽了400，一个钢铁凤凰，一个典藏赛恩，然后掠星卡萨丁，和吸
/p/6448037387,这养蜂人是怎么混进福袋里和龙猴龙瞎一起的？？
/p/6447648858,无限乱斗成功的改成了垃圾模式！
/p/6446889105,还洗呢，今年是庚子年，历史没好好学为啥还洗？被夹带私货还乐呢
/p/6452734713,豪车来了。一会没了别后悔
/p/6445589780,我开始理解lol的排位匹配机制了一句话就是让所有玩家都能赢一
/p/6451183247,如花了就是如花了，我在洗地帖里发，让那帮掉毛围攻，还真尼玛会
/p/6448418853,关于这次皮肤辱华有多少是跟风黑的
/p/6451413785,问一下，EZ，凯特琳，锐雯这三位英雄的未来战士皮肤怎么样?本
/p/6446849996,各位怎么看
/p/6446840630,男孩子第一个6300一定是劫，女孩子第一个6300一定是阿狸
/p/6448079398,玩游戏这么多年第一次遇到三行字的 讲道理
/p/6452465934,劫怎么打卡萨丁？前期一顿消耗，到了6级直接r上来越塔把我秒了
/p/6452735539,LOL皮肤辱华事件分析https://www.bilibil
/p/6452532612,我佛了 说lol辱华 被扣上买不起皮肤的帽子
/p/6452733563,问一下更新好了吗？
/p/6448285552,无限火力正面打不赢，欺负我们少人，偷塔偷赢的。如何评价？连胜
/p/6449116988,一把四个退游戏，虽然是无限火力，但这也太搞心态了8⃣️。
/p/6448586839,掌门直接被禁言10年，真好
/p/6451686676,前几天玩了几次腕豪，觉得他非常厉害，盾也厚只是时间短，鳄鱼具
/p/6452732796,司马老贼？
/p/6452708733,今天看斗鱼直播，看到一个二次元专区，里面居然是很多不露脸的女
/p/6452549386,我发表了一篇图片贴，大伙来看看吧~
/p/6443409932,我是资深8年的微博玩家，你们高估自己了！
/p/6448218590,朋友说昨晚梦见抽了龙瞎    帮我点了一个十连  晚上请他吃
/p/6447657523,难道只有我一个人觉得王国机神贾克斯好看吗。。。。为什么我用上
/p/6443897832,还玩什么ad，一个7-1的ad如此卑微
/p/6448426431,有哪组英雄是同水平单方面完全打不了的对线?
/p/6452731160,挂机狗***iss
/p/6449023742,仔细看就知道不是东方龙，自己看武器膝盖下面那一片暗红，明显龙
/p/6446691796,你觉得《英雄联盟》哪个英雄的独白让你觉得很燃？
/p/6437910858,怀旧:99%的人猜不到这是什么模式，包括老玩家
/p/6449192694,石锤  艾欧尼亚人不爱国
/p/6448403232,200试水.我是不是血赚?
/p/6452536777,按照tx的惯性 机神币还会补什么不 商店目前清空了
/p/6447665598,500就这些我还能说什么，mmp
/p/6452606847,我真是屮你嘛币了  策划你用你嘛试试远古龙任务你能完成嘛？
/p/6426072715,【LOL吧务组】2020年度LOL吧水贴专用楼
/p/6448722399,我不想活了
/p/6449455086,你们觉得现在联盟有挂吗？我前几天玩打野，刷完红蓝buff，刚
/p/6449648191,如果真改了，我应该不会再玩阿卡丽了，看着自己本命被砍废是真的
/p/6452484464,从内测一路玩过来，这个游戏让老玩家越来越陌生了。。。曾经熟悉
/p/6452561619,咨询下大家认为最背锅的位置。
/p/6447259214,现在的男人都是这么真实的嘛
/p/6447760734,刚刚躺床上鬼使神差的起来，打开电脑，冲了600块钱抽个奖，卧
